Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S7 1NF,Live,E01008111,Sheffield 040D E01008111,15421,5,20006,7,0.089,26252,8,0.056,24185,8,9105,3,10514,4,6492,2,3931,2,21306,7,0.1,5538,2,0.307
S7 1NG,Terminated,E01008111,Sheffield 040D E01008111,15421,5,20006,7,0.089,26252,8,0.056,24185,8,9105,3,10514,4,6492,2,3931,2,21306,7,0.1,5538,2,0.307
S7 1NH,Live,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1NJ,Live,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1NL,Live,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1NN,Live,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1NP,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NQ,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NT,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NU,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NW,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NX,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NY,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1NZ,Live,E01008049,Sheffield 050D E01008049,20810,7,18825,6,0.097,19873,7,0.08,32132,10,11722,4,12705,4,20772,7,17284,6,26742,9,0.061,13595,5,0.18
S7 1PA,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1PB,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1PD,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1PE,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1PF,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1PG,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1PH,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1RA,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RB,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RD,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RE,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RF,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RG,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RH,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1RJ,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RL,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RN,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RP,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1RQ,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RR,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RS,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1RT,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1RU,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RW,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RX,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1RY,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1RZ,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SA,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SB,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SD,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SE,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SF,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SG,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SH,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SJ,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1SL,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SN,Live,E01008052,Sheffield 050F E01008052,19948,7,20218,7,0.088,17687,6,0.09,22679,7,18385,6,15526,5,23221,8,8283,3,27215,9,0.058,18028,6,0.135
S7 1SP,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1SQ,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1SR,Terminated,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 1SS,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1SU,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1TA,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1TB,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1TD,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1TE,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 1TF,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1UZ,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WA,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WB,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WD,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WE,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WF,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WG,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WH,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WJ,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WL,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WN,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WP,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WQ,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WR,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WS,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WT,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WU,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WW,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WX,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WY,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1WZ,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XA,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XB,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XD,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XE,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XF,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XG,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XH,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XJ,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XL,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XN,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XP,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1XQ,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XR,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XS,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XT,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XU,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XW,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XX,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1XY,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1XZ,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1YA,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1YB,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1YD,Terminated,E01008051,Sheffield 050E E01008051,13981,5,11535,4,0.16,12792,4,0.119,19421,6,11009,4,18756,6,21693,7,6795,3,13517,5,0.183,10197,4,0.223
S7 1YE,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1YF,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1YG,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 1YH,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YJ,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YL,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YN,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YP,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YQ,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YS,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YT,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YU,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YW,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YX,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YY,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1YZ,Terminated,E01008112,Sheffield 042D E01008112,6261,2,6544,2,0.229,6564,2,0.178,6177,2,9799,3,7905,3,6943,3,5491,2,12400,4,0.2,1112,1,0.473
S7 1ZW,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2AB,Live,E01007825,Sheffield 066B E01007825,27388,9,27271,9,0.053,22110,7,0.071,31027,10,19104,6,24494,8,19521,6,20659,7,27750,9,0.055,27100,9,0.074
S7 2AU,Terminated,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2AW,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2AX,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2AY,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2AZ,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2BA,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 2BB,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2BD,Terminated,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BE,Live,E01008042,Sheffield 050A E01008042,14364,5,11566,4,0.159,12435,4,0.121,18710,6,14815,5,15878,5,21572,7,7294,3,15149,5,0.163,10391,4,0.22
S7 2BF,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BG,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2BH,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2BJ,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2BL,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2BN,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2BP,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2BQ,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BR,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BS,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BT,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BU,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
